names,scores,logfoldchanges,pvals,pvals_adj,Cell_Type
TMEM50A,4.417583,0.8633739,9.98107550832787e-06,0.0006390096527875927,Mast cells
HLA-A,4.409216,0.5926581,1.0374554877382554e-05,0.0006612750419420625,Mast cells
COX6B1,4.406276,0.68434006,1.0516288250962523e-05,0.0006673691872946349,Mast cells
PRDX5,4.394065,1.174497,1.1125065436193205e-05,0.0007005921436662852,Mast cells
PPP1CA,4.3938384,1.2925229,1.1136650289808944e-05,0.0007005921436662852,Mast cells
ENO1,4.3904467,0.8906403,1.1311811174248087e-05,0.0007076811310939918,Mast cells
MSRA,4.389768,1.8869759,1.1347157537757004e-05,0.0007076811310939918,Mast cells
NDUFA13,4.3872805,0.8657334,1.1477665072052891e-05,0.0007127482228649497,Mast cells
DAZAP2,4.3759737,0.73198,1.2089153206777879e-05,0.0007443317351015706,Mast cells
CUTA,4.3592396,0.7848312,1.3051510552651758e-05,0.0008001792635013487,Mast cells
CTSB,4.3458977,0.94534105,1.387072658240731e-05,0.0008432585837010562,Mast cells
APRT,4.334591,1.0565003,1.4603152650987527e-05,0.0008840711954273578,Mast cells
ATP6V0B,4.3226056,0.6652641,1.5419729742295616e-05,0.0009296169568386468,Mast cells
GTF3A,4.3176303,1.3248247,1.577131598869671e-05,0.0009468260317600667,Mast cells
GUK1,4.3167257,0.82338846,1.583605637472777e-05,0.0009468260317600667,Mast cells
COX5B,4.315369,0.6729727,1.5933642155701235e-05,0.000948740198974655,Mast cells
RELB,4.313334,1.1935662,1.6081096306215766e-05,0.0009535958297321144,Mast cells
FLOT1,4.3083587,0.92315006,1.6447035225957524e-05,0.0009644353526304373,Mast cells
ANAPC11,4.3081326,0.93992174,1.6463855974823277e-05,0.0009644353526304373,Mast cells
LMAN2,4.2977304,1.4493893,1.7255581149357292e-05,0.0010067379179437526,Mast cells
PSMC5,4.2825794,1.2321211,1.8473926363383813e-05,0.0010649372133537864,Mast cells
LAMTOR4,4.279187,0.71950394,1.8757701431581065e-05,0.0010770046905299463,Mast cells
ATP6V0C,4.273082,2.1812093,1.927899075756177e-05,0.0010972470346577404,Mast cells
HLA-DPA1,4.2724032,1.4343429,1.9337756157144503e-05,0.0010972470346577404,Mast cells
RPL27,4.2665234,0.5546199,1.9854251799148555e-05,0.0011221530050073455,Mast cells
SERP1,4.2635837,0.61680496,2.011740022758972e-05,0.0011326018050311117,Mast cells
CNIH1,4.2479806,0.83799636,2.157062988811643e-05,0.0012086937648035998,Mast cells
HADHA,4.24391,1.1114854,2.1965857835473348e-05,0.0012223999885440917,Mast cells
TBCB,4.232829,1.175166,2.3076977026826604e-05,0.0012793133356366058,Mast cells
LDHA,4.221975,0.8183037,2.421713780957598e-05,0.0013373960571250187,Mast cells
TGFB1,4.219713,1.0555602,2.446132401612343e-05,0.0013406473378382194,Mast cells
TMEM230,4.1968737,1.04528,2.7062506492061765e-05,0.0014665445933844258,Mast cells
PRELID1,4.1937075,1.0501939,2.7443178200927194e-05,0.001481624423094088,Mast cells
BLVRA,4.187602,1.1477038,2.819175475798373e-05,0.0015107648133083948,Mast cells
EIF3H,4.157978,0.7828278,3.21077073882556e-05,0.0017079647727965821,Mast cells
RAC2,4.1527767,0.55041385,3.2846514125311846e-05,0.001740865248641528,Mast cells
COX8A,4.15142,0.6944098,3.304188595672409e-05,0.0017436452655433647,Mast cells
FAM96B,4.1507416,0.90166765,3.313998534967346e-05,0.0017436452655433647,Mast cells
FKBP1A,4.148028,0.76457965,3.353515655721036e-05,0.0017580441312546257,Mast cells
C1orf43,4.1444097,1.1496722,3.406901815566414e-05,0.0017795834790408104,Mast cells
RHOB,4.139435,1.7452867,3.481627099354948e-05,0.0018120741906678685,Mast cells
AP2S1,4.1380777,1.1567249,3.502275297586812e-05,0.0018162262729719233,Mast cells
NDUFV2,4.1344595,0.99907696,3.5579072071222694e-05,0.0018162262729719233,Mast cells
SRP14,4.1342335,0.5557971,3.561411918636071e-05,0.0018162262729719233,Mast cells
CDK2AP2,4.1340075,1.0889581,3.564919908245395e-05,0.0018162262729719233,Mast cells
CYB5R3,4.1340075,1.3695056,3.564919908245395e-05,0.0018162262729719233,Mast cells
LAMTOR1,4.126771,1.0809567,3.6789237935760067e-05,0.0018677315217281137,Mast cells
PLD3,4.069332,1.4971871,4.714806893815628e-05,0.002385263669462179,Mast cells
NUDT14,4.0684276,1.5452726,4.733143910661475e-05,0.002386197186179821,Mast cells
KRTCAP2,4.066845,0.8042963,4.7653965081539036e-05,0.0023941153498777375,Mast cells
RPLP0,4.047849,0.5969194,5.1690415782665657e-05,0.0025879191209667455,Mast cells
LEO1,4.0299845,0.80023396,5.578054136469626e-05,0.002778841780580636,Mast cells
CHCHD2,4.029532,0.55169713,5.5887964486071265e-05,0.002778841780580636,Mast cells
PSMA7,4.017999,0.7032494,5.869439543065095e-05,0.0029083876968701663,Mast cells
P4HB,4.0107627,0.829565,6.052288512849845e-05,0.0029843020393024184,Mast cells
RPL17,4.0103106,0.68331254,6.063893838930894e-05,0.0029843020393024184,Mast cells
PRMT1,4.008049,1.1739936,6.12223721275574e-05,0.0030028017027580608,Mast cells
DYNLRB1,4.0048833,0.9496297,6.204811381190871e-05,0.0030330208065692805,Mast cells
SYNGR2,3.9969685,1.0714747,6.415884034949495e-05,0.003115148526902156,Mast cells
NEDD8,3.9938025,0.7655725,6.502201326350848e-05,0.0031465000331428235,Mast cells
COPE,3.992672,0.90963215,6.53329443011127e-05,0.003151007903642666,Mast cells
HLA-DRB1,3.9872446,1.5831324,6.684510216956122e-05,0.0032132285159182103,Mast cells
EEF1B2,3.9854355,0.5311789,6.735647261568338e-05,0.0032195030916011367,Mast cells
PPP1R14B,3.9852095,1.462939,6.74206535873346e-05,0.0032195030916011367,Mast cells
EIF3I,3.9646308,0.9922283,7.350959647736413e-05,0.0034872470538720706,Mast cells
CATSPER1,3.9623694,1.6159482,7.420955801401071e-05,0.0035089480225644477,Mast cells
RAB33A,3.9544547,1.9913452,7.670938590548873e-05,0.0036153358458192717,Mast cells
TOMM7,3.949932,0.56666446,7.817339314465932e-05,0.0036723728097729736,Mast cells
PIM1,3.9472184,1.9003383,7.90644357735841e-05,0.003702211395495108,Mast cells
CAPZB,3.9411128,0.7533838,8.110451271784427e-05,0.0037854877242402864,Mast cells
PRDX4,3.9259615,1.6891257,8.638396787275284e-05,0.004006056510098913,Mast cells
TPSD1,3.9259615,1.7037991,8.638396787275284e-05,0.004006056510098913,Mast cells
LDHB,3.9214387,0.5726508,8.802181398735791e-05,0.004068970052981092,Mast cells
UBXN1,3.9123933,0.7601804,9.138591786699262e-05,0.004197659827357194,Mast cells
EIF5A,3.9090014,0.90016925,9.267848383047274e-05,0.004230173446508233,Mast cells
COX5A,3.9040263,0.75716245,9.460551630561402e-05,0.004304550991905438,Mast cells
UQCR11,3.872141,0.64177203,0.00010788353180950519,0.004878021317974158,Mast cells
SCAND1,3.8669398,1.207321,0.00011020961895190271,0.004967672824346045,Mast cells
MYL12B,3.8610601,0.5302795,0.00011289606036829084,0.00507295993002733,Mast cells
TMEM14C,3.8513365,0.8356481,0.00011747501624048308,0.005262371547936686,Mast cells
CLTA,3.8481705,0.906734,0.00011900324804033709,0.005314376530542091,Mast cells
DNAJC19,3.8404818,1.2007655,0.00012279308014992663,0.005466747928274733,Mast cells
BCAP31,3.8235216,1.058357,0.0001315590981942267,0.005839044760037626,Mast cells
CNPY2,3.8169637,1.627811,0.00013510411373491047,0.005959821407409816,Mast cells
ZNHIT1,3.8156068,0.8342474,0.00013584871474562701,0.0059744530506215116,Mast cells
PTGS1,3.8135715,0.6460597,0.0001369728687175106,0.00599297736776356,Mast cells
MPG,3.8133454,1.6480888,0.0001370983142393903,0.00599297736776356,Mast cells
C1QBP,3.8056567,1.0429355,0.00014142842708909646,0.0061636382878076405,Mast cells
ACTR3,3.7950282,0.6460563,0.00014762662260492748,0.00641444325066275,Mast cells
UBE2L6,3.7927668,1.0710083,0.00014897797698779086,0.006440378700659319,Mast cells
CACYBP,3.7823646,0.99594945,0.0001553455807862573,0.006689569072608204,Mast cells
AGTRAP,3.7651782,1.4506209,0.0001664303254907957,0.007145639108386715,Mast cells
KRT1,3.759977,1.7876152,0.0001699289246659769,0.007252807112070854,Mast cells
UTS2,3.7536452,2.367937,0.00017428146761505544,0.007394951773965505,Mast cells
ARF1,3.7473135,0.5909927,0.00017873869820491745,0.007561901240722078,Mast cells
TKT,3.7330668,0.9549296,0.0001891624023443389,0.00797956501317854,Mast cells
COMT,3.7276394,1.3886561,0.00019328157057256438,0.008129625129693122,Mast cells
FIS1,3.7231169,0.80389637,0.0001967784500561591,0.008251013361160188,Mast cells
TMEM219,3.7224383,0.8513789,0.00019730808092898095,0.008251013361160188,Mast cells
SPI1,3.7183678,1.0393559,0.00020051409930891737,0.008360917875794597,Mast cells
FKBP8,3.7063828,1.0358719,0.00021024058084336683,0.008741295874203088,Mast cells
CORO1A,3.698468,1.5067705,0.00021690480636959907,0.008949265960381907,Mast cells
ALDOA,3.6982417,0.6468025,0.0002170980960739546,0.008949265960381907,Mast cells
TPM1,3.6835427,1.6974919,0.00023001461335577989,0.009427992749701923,Mast cells
ST3GAL4,3.6731405,2.2137823,0.00023958762663711978,0.009765051745950666,Mast cells
NDUFB2,3.667261,0.67703736,0.00024516253903172057,0.009964204430477429,Mast cells
PRPSAP2,3.6640952,1.4155835,0.00024821458980903437,0.010059991316377923,Mast cells
PSME1,3.6566327,0.59493023,0.0002555502956743835,0.010299602306720486,Mast cells
LRPAP1,3.653919,1.0244374,0.00025826786819678585,0.010380216069275819,Mast cells
C19orf70,3.6374109,0.83835316,0.0002753923919758256,0.011007327401928786,Mast cells
RABAC1,3.632888,0.89373934,0.00028026649194746333,0.011171283393905914,Mast cells
RAB2A,3.629496,0.879167,0.00028397498910596986,0.011288005816962302,Mast cells
GALNT6,3.6175108,0.8293563,0.00029744983392835105,0.011759020893741288,Mast cells
SPINT2,3.616154,0.7170167,0.00029901246464478107,0.011788586787316995,Mast cells
CSTB,3.6005507,0.5813483,0.00031754400302235077,0.012485174401441286,Mast cells
RPN1,3.588113,1.1491568,0.00033307982084256277,0.013060520129460814,Mast cells
SF3B5,3.5853994,0.6698335,0.0003365626639116111,0.01316141941658676,Mast cells
TMED10,3.5838165,0.75936,0.00033861002799046074,0.013205791091627969,Mast cells
SEC11C,3.5738664,1.043215,0.0003517483602523567,0.013681309205621906,Mast cells
TNFRSF9,3.5686653,1.315833,0.00035880441674215435,0.013918340766333059,Mast cells
TUFM,3.5618813,1.0440499,0.00036820697685740415,0.014193547733269926,Mast cells
BACE2,3.5618813,0.54204804,0.00036820697685740415,0.014193547733269926,Mast cells
TMED3,3.561429,1.8719662,0.0003688419343223092,0.014193547733269926,Mast cells
HPGD,3.5569062,0.6186131,0.00037524805707040353,0.014401761638598591,Mast cells
NDUFB4,3.5557754,0.6503145,0.0003768657601131216,0.014425583817663375,Mast cells
IER3,3.554871,0.9510717,0.00037816461362833527,0.014437107637436367,Mast cells
DCXR,3.5521574,1.0809605,0.0003820863233149373,0.014548439505378492,Mast cells
NCF1,3.5469563,1.5857033,0.00038970939657307377,0.014799751335999487,Mast cells
ICAM3,3.5460517,1.379345,0.00039104956951021197,0.014811770212678684,Mast cells
COTL1,3.5426595,0.60600543,0.00039611366883262185,0.014964409071381737,Mast cells
S100A10,3.5403981,0.5636242,0.0003995237052737639,0.015053928363557526,Mast cells
NUCB2,3.5336142,1.2169542,0.0004099190912849435,0.015352133287388017,Mast cells
VPS28,3.5331619,0.59865874,0.00041062102302986817,0.015352133287388017,Mast cells
GSTO1,3.5281868,0.7205312,0.00041841672504413705,0.015603277305834069,Mast cells
STUB1,3.5241163,0.9445383,0.0004248976031683265,0.015804224730700554,Mast cells
MRPS34,3.5193675,1.228866,0.00043257706101006995,0.016007563927761388,Mast cells
MT-ATP8,3.5177846,1.5069131,0.00043516554316248797,0.01606227103065826,Mast cells
PSMB5,3.5159755,1.5026444,0.00043814151179292067,0.016130965735704248,Mast cells
POMP,3.4895175,0.57284945,0.00048389349825707275,0.01772520259818123,Mast cells
LYL1,3.4895175,0.98167217,0.00048389349825707275,0.01772520259818123,Mast cells
C4orf48,3.487256,0.57247967,0.000488003877643169,0.01783062652934094,Mast cells
ERP29,3.485447,0.7203002,0.0004913156004046732,0.017906411642960245,Mast cells
PGLS,3.4662254,1.3178644,0.0005278207110653219,0.01918853735779935,Mast cells
ATXN10,3.4635117,0.6751247,0.0005331734159313859,0.019286215387778055,Mast cells
SNRPB,3.4531095,0.7970663,0.0005541642064107652,0.019995515966477213,Mast cells
EIF3G,3.445647,0.61903876,0.0005696942581362691,0.020504741843218106,Mast cells
UCP2,3.444064,1.1038218,0.0005730401918891202,0.020573991405567444,Mast cells
TSTD1,3.4397674,0.69862735,0.0005822144784696362,0.020800151330807815,Mast cells
TCF25,3.4332094,0.63653016,0.0005964813195222491,0.02125736012849119,Mast cells
CHMP2A,3.4295912,0.888308,0.0006044913103458439,0.02145508868194185,Mast cells
SVOPL,3.429365,1.1030492,0.0006049952437785801,0.02145508868194185,Mast cells
AIP,3.4271038,1.0257182,0.0006100561264668344,0.021581667711121338,Mast cells
ITM2C,3.4219024,0.785156,0.0006218460414096162,0.02189170407093853,Mast cells
PHB2,3.4173799,0.67259765,0.0006322701107999475,0.022204651051370004,Mast cells
STRAP,3.416249,1.033395,0.0006349014079293033,0.02220777918797738,Mast cells
PSMB6,3.4146662,0.84207404,0.0006386023403602233,0.02226490906667969,Mast cells
APEX1,3.4119525,0.9047243,0.0006449935181624702,0.022433680803588416,Mast cells
IL9R,3.4085605,2.6129656,0.000653066150381261,0.022659985922941165,Mast cells
LIMD2,3.3839116,0.8827514,0.0007146102512465322,0.024677078103308055,Mast cells
SERPINB1,3.377806,0.568005,0.0007306665184638936,0.025171461561081136,Mast cells
PYCARD,3.3759968,0.7198963,0.0007354879009436549,0.025277373963785613,Mast cells
IFI27L2,3.373057,1.1277556,0.0007433857169429322,0.02548826525698409,Mast cells
CCT4,3.363333,0.7258133,0.0007700739011098046,0.026278771875372083,Mast cells
BATF,3.3606195,0.8187553,0.0007776789818060705,0.026475852206475376,Mast cells
PHPT1,3.3527048,0.80059487,0.0008002605437889133,0.027097905619037015,Mast cells
OSTF1,3.3522525,0.61659247,0.0008015691205299497,0.027097905619037015,Mast cells
ACADVL,3.351348,0.85825604,0.0008041922332090173,0.02712321077459504,Mast cells
SLC25A11,3.345242,1.8529001,0.0008221076568274492,0.02766296671310782,Mast cells
IL2RG,3.335066,1.3603691,0.0008527916359623148,0.02862886816876736,Mast cells
SDF2L1,3.3325784,0.8649966,0.0008604520151116715,0.028819167145024943,Mast cells
TOMM5,3.3305433,1.1287091,0.0008667670063144982,0.028963630056268997,Mast cells
VDAC1,3.3291864,0.64950365,0.0008710008458025316,0.029038044326997303,Mast cells
GADD45GIP1,3.3190103,0.80824053,0.0009033710984494269,0.029979074365744856,Mast cells
RNASET2,3.3190103,1.0830599,0.0009033710984494269,0.029979074365744856,Mast cells
DDX39A,3.3031807,1.2115054,0.0009559477197095633,0.03150707871635005,Mast cells
TMED2,3.2966228,0.7418862,0.000978548554611789,0.03215744530465122,Mast cells
TMEM59,3.2961705,0.5186456,0.000980125328588789,0.03215744530465122,Mast cells
CDC37,3.2893863,0.6876747,0.001004061012725177,0.03286823256362123,Mast cells
DOK2,3.2864466,2.2316704,0.0010146002430633174,0.03313826392072943,Mast cells
SNHG8,3.285316,0.5507993,0.0010186809884380754,0.03319661085970836,Mast cells
SLC16A3,3.2819238,0.9497946,0.0010310145502474444,0.033523032646135445,Mast cells
SNRPD2,3.2731044,0.5380404,0.0010637314781328313,0.03450926178722856,Mast cells
MIF,3.2604408,0.588904,0.0011123917751241202,0.036007151217608266,Mast cells
MAP3K8,3.2586317,0.7317162,0.0011195088969051545,0.03615663890473366,Mast cells
CD74,3.250491,0.9672338,0.0011520599533062514,0.03712506784941682,Mast cells
UXT,3.2366965,0.5497954,0.0012092196155898316,0.038708404022055914,Mast cells
TNIP1,3.2333045,1.3600043,0.0012236709934077415,0.039084537756328065,Mast cells
PGAM1,3.222676,0.81756794,0.0012699913033244682,0.04038572344571809,Mast cells
JUN,3.2206407,0.6186113,0.001279043738704965,0.04058439441956609,Mast cells
NDUFS7,3.211143,0.8131622,0.0013220813059426273,0.04176680003424426,Mast cells
TESC,3.207751,1.2988831,0.0013377729548184078,0.042170450726073075,Mast cells
MRPL54,3.2070725,0.9122976,0.0013409318310938698,0.04217813622629826,Mast cells
PIH1D1,3.19961,1.6917518,0.0013761365560787438,0.04303876093163021,Mast cells
DCTN3,3.1980271,0.85604614,0.001383712970142826,0.04312336760763289,Mast cells
SNRPD3,3.1937304,0.7529874,0.001404471857474975,0.04342158826026797,Mast cells
LSM3,3.1928258,0.7873483,0.0014088785781635467,0.043464955538269415,Mast cells
PSMB1,3.1876247,0.5277592,0.001434465583564541,0.04416017559275605,Mast cells
ATP6AP2,3.1833282,1.1564127,0.001455925026450486,0.04463088815193238,Mast cells
CAMK1,3.1826499,1.8698299,0.0014593402809698396,0.04464100322484695,Mast cells
GMPR,3.176544,0.91820073,0.0014904114915351091,0.04549528242831539,Mast cells
MT1F,3.1702123,1.432906,0.0015232763565182362,0.046303121013576386,Mast cells
CCDC85B,3.1679509,0.75142354,0.0015351746741738776,0.046469544687493376,Mast cells
SF3B6,3.1557395,0.700968,0.0016009178868032642,0.04835841524876081,Mast cells
RPN2,3.1525736,0.93101543,0.0016183804322134677,0.04878405515353471,Mast cells
SIL1,3.1489553,1.3258535,0.0016385522034066307,0.04905977159095494,Mast cells
PDAP1,3.1469202,1.3324897,0.0016500002485779145,0.04922444040551308,Mast cells
EIF5,-3.148503,-0.62489164,0.0016410898783621667,0.04905977159095494,Mast cells
CREB3L2,-3.14986,-1.5458702,0.0016334876835465697,0.049035131313766224,Mast cells
YWHAZ,-3.1688554,-0.5062445,0.001530405112663537,0.04642228841746062,Mast cells
RYBP,-3.1702123,-1.3441153,0.0015232763565182362,0.046303121013576386,Mast cells
ARL6IP1,-3.199384,-1.2045633,0.0013772165534138357,0.04303876093163021,Mast cells
FOXP1,-3.2041328,-0.5520839,0.001354699974313312,0.04251877207882714,Mast cells
C6orf62,-3.2127259,-1.3194418,0.00131481681296934,0.04162819358173606,Mast cells
BHLHE40,-3.245968,-0.62816465,0.001170519692427932,0.0376361098438661,Mast cells
SKIL,-3.3090603,-0.9673649,0.000936096935839523,0.030923256996945342,Mast cells
MAT2A,-3.3576796,-1.1482396,0.0007859964601422614,0.026696203713141735,Mast cells
SRSF7,-3.3667252,-0.86080515,0.00076066464764555,0.02601904677726587,Mast cells
IRF2BP2,-3.4029071,-1.0692619,0.0006667296458072277,0.02307873503632722,Mast cells
B4GALT5,-3.4221287,-1.1250976,0.0006213290589896779,0.02189170407093853,Mast cells
EGR3,-3.4653208,-1.8844032,0.0005295993566709433,0.01920494509190947,Mast cells
JCHAIN,-3.5347447,-1.8476781,0.00040816916227448194,0.01533973924402462,Mast cells
CD83,-3.6469088,-0.7389872,0.0002654142125433103,0.010637889865066917,Mast cells
PCF11,-3.6570847,-1.8488057,0.0002550999822904217,0.010299602306720486,Mast cells
ELF1,-3.7577157,-0.78108686,0.0001714715314201036,0.007297122317992586,Mast cells
KLF10,-3.763143,-1.547018,0.0001677911941316276,0.007182753810326982,Mast cells
SRSF3,-3.8217125,-0.7756902,0.00013252817831018926,0.005864067926514154,Mast cells
EIF4G2,-3.8872921,-0.9726595,0.00010136873680376749,0.004597818974337655,Mast cells
ID2,-3.9090014,-0.8062573,9.267848383047274e-05,0.004230173446508233,Mast cells
NR4A1,-3.9146547,-0.6877837,9.053368711439431e-05,0.004171757703369972,Mast cells
AHNAK,-3.9804604,-0.7223603,6.878189663005505e-05,0.00327370152085614,Mast cells
PPP1R15B,-4.0005865,-1.4510574,6.318563992708379e-05,0.003078225670387122,Mast cells
GADD45B,-4.175164,-0.6883818,2.9777106296034894e-05,0.0015898337675178187,Mast cells
BMP2K,-4.192803,-1.01836,2.75528732601639e-05,0.0014820168148747639,Mast cells
GPBP1,-4.201396,-1.1752387,2.652739020614207e-05,0.001442950409370938,Mast cells
IRS2,-4.2070494,-1.7959874,2.5872637779390524e-05,0.0014126460227547226,Mast cells
NFKBID,-4.2203918,-1.3735,2.438782328109002e-05,0.0013406473378382194,Mast cells
HSPA1A,-4.2762475,-0.8251617,1.900699392861393e-05,0.0010870047239253556,Mast cells
JUND,-4.2893634,-0.7902722,1.7918597947679926e-05,0.0010370567748199232,Mast cells
SRSF2,-4.292529,-0.9510597,1.766492179530608e-05,0.0010264809375754363,Mast cells
SDCBP,-4.3097157,-0.6908669,1.634645418740162e-05,0.0009644353526304373,Mast cells
NFE2L2,-4.356074,-0.8759658,1.3241616772861724e-05,0.0008084090847533177,Mast cells
ZFP36,-4.37914,-0.69807804,1.19148724595693e-05,0.0007367362804167017,Mast cells
HSP90AA1,-4.4245934,-0.55197114,9.662417213240859e-06,0.0006269305590061972,Mast cells
BIRC3,-4.529973,-0.82327753,5.899122803489586e-06,0.00039885237310135894,Mast cells
STX3,-4.5602756,-1.4715563,5.1086595612775135e-06,0.00035198664377202065,Mast cells
HSPA1B,-4.589447,-1.0247028,4.444218722314127e-06,0.00031249075282451666,Mast cells
LMNA,-4.617262,-0.7251589,3.888365935871296e-06,0.00027990431207025764,Mast cells
ICAM1,-4.627438,-1.4315908,3.7021707840952275e-06,0.0002705389347225952,Mast cells
HSPH1,-4.6586447,-1.0406216,3.18297806201266e-06,0.00023617697220133934,Mast cells
EIF4A2,-4.6884947,-1.0073214,2.7522176465801946e-06,0.00020958861646509913,Mast cells
IGKC,-4.754527,-0.87177545,1.989116956113923e-06,0.00015813479801105685,Mast cells
CPEB4,-4.817393,-1.7066914,1.4544611408072854e-06,0.0001175675879683833,Mast cells
RGS1,-4.8707614,-0.8221632,1.1116913728149231e-06,9.244288777735127e-05,Mast cells
DDX17,-4.8965406,-1.0644996,9.753840890641143e-07,8.157706580733335e-05,Mast cells
HEXIM1,-4.908526,-2.059388,9.176344548557775e-07,7.719333097272235e-05,Mast cells
RPS17,-4.933853,-0.7839223,8.062297590147499e-07,6.861963754814362e-05,Mast cells
